,id,product_id,cost,created_at,sold_at,product_category,product_name,product_brand,product_sku,product_retail_price,user_id,sale_price,sold_date
269,270,15029,35.62,2020-03-20,0,Maternity,Momo Maternity Women's 'Avery' Infinity Wrap Dress in Black Gray or Fuchsia,Momo Maternity,F4CF6B2F6752D41541269A59DC0DD1BA,84.0,142.0,25.0,
270,271,11195,13.97,2021-12-19,1,Intimates,Fashion Forms Women's Buty Pant Bra,Fashion Forms,E9C8064BC8DAC39BED69DD1D0158C1CD,28.0,142.0,11.989999771118164,2022-01-16
271,272,11195,13.97,2021-12-21,0,Intimates,Fashion Forms Women's Buty Pant Bra,Fashion Forms,E9C8064BC8DAC39BED69DD1D0158C1CD,28.0,142.0,85.0,
272,273,3970,17.21,2021-11-14,1,Dresses,Anna-Kaci S/M Fit Black Purple Multi-Tiered Layered Fringe Metallic Detail Dress,Anna-Kaci,11BCD3C1D43688891ED23F5677A174EA,34.900001525878906,142.0,16.049999237060547,2021-12-26
273,274,3970,17.21,2021-08-31,0,Dresses,Anna-Kaci S/M Fit Black Purple Multi-Tiered Layered Fringe Metallic Detail Dress,Anna-Kaci,11BCD3C1D43688891ED23F5677A174EA,34.900001525878906,142.0,14.949999809265137,
274,275,3970,17.21,2021-05-07,0,Dresses,Anna-Kaci S/M Fit Black Purple Multi-Tiered Layered Fringe Metallic Detail Dress,Anna-Kaci,11BCD3C1D43688891ED23F5677A174EA,34.900001525878906,142.0,68.0,
275,276,3970,17.21,2020-04-25,0,Dresses,Anna-Kaci S/M Fit Black Purple Multi-Tiered Layered Fringe Metallic Detail Dress,Anna-Kaci,11BCD3C1D43688891ED23F5677A174EA,34.900001525878906,143.0,44.9900016784668,
276,277,326,5.03,2022-01-15,1,Tops & Tees,Allegra K Lady Woman Boat Neck Short Batwing Sleeve Loose T Shirt,Allegra K,A666587AFDA6E89AEC274A3657558A27,9.579999923706056,144.0,7.989999771118163,2022-02-05
277,278,326,5.03,2021-04-23,0,Tops & Tees,Allegra K Lady Woman Boat Neck Short Batwing Sleeve Loose T Shirt,Allegra K,A666587AFDA6E89AEC274A3657558A27,9.579999923706056,144.0,34.52000045776367,
278,279,5627,32.57,2019-10-29,1,Pants & Capris,Scrunch Cloth Pants Set / Pants - Regular,Orvis,5898D8095428EE310BF7FA3DA1864FF7,59.0,144.0,41.9900016784668,2019-12-12
279,280,5627,32.57,2021-04-04,0,Pants & Capris,Scrunch Cloth Pants Set / Pants - Regular,Orvis,5898D8095428EE310BF7FA3DA1864FF7,59.0,144.0,44.950000762939446,
280,281,11633,37.67,2020-12-01,1,Intimates,David's Bridal Very Full Bridal Ball Gown Slip Style 2031WHITE,David's Bridal,032D9C7D8705C3FDE20E0DF93C132203,69.0,144.0,54.0,2021-01-05
281,282,11633,37.67,2020-09-11,0,Intimates,David's Bridal Very Full Bridal Ball Gown Slip Style 2031WHITE,David's Bridal,032D9C7D8705C3FDE20E0DF93C132203,69.0,145.0,48.0,
282,283,9193,4.66,2020-01-10,1,Socks & Hosiery,Sock It To Me SOCK MONKEY LOVE Womens Knee Socks,Sock It To Me,26178FC759D2B89C45DD31962F81DC61,11.489999771118164,146.0,179.9499969482422,2020-01-14
283,284,9193,4.66,2022-01-20,0,Socks & Hosiery,Sock It To Me SOCK MONKEY LOVE Womens Knee Socks,Sock It To Me,26178FC759D2B89C45DD31962F81DC61,11.489999771118164,147.0,17.950000762939453,
284,285,9193,4.66,2021-11-17,0,Socks & Hosiery,Sock It To Me SOCK MONKEY LOVE Womens Knee Socks,Sock It To Me,26178FC759D2B89C45DD31962F81DC61,11.489999771118164,148.0,8.989999771118164,
285,286,12074,10.89,2020-09-10,1,Intimates,Bslingerie Womens Lace Trim Victorian Boned Corset,Bslingerie,44D88DAC3DA240EF83BFF8BDFD61B9AA,19.989999771118164,148.0,14.899999618530272,2020-09-28
286,287,12074,10.89,2021-02-23,0,Intimates,Bslingerie Womens Lace Trim Victorian Boned Corset,Bslingerie,44D88DAC3DA240EF83BFF8BDFD61B9AA,19.989999771118164,148.0,30.0,
287,288,12520,15.97,2020-08-08,1,Intimates,Microfiber Camisole & Open Crotch Boy Short Panty,Vx Intimate Inc,9D34D86DF01C81EBA7B2FC4A11BF0CB8,30.950000762939453,148.0,26.690000534057617,2020-09-27
288,289,12520,15.97,2020-09-07,0,Intimates,Microfiber Camisole & Open Crotch Boy Short Panty,Vx Intimate Inc,9D34D86DF01C81EBA7B2FC4A11BF0CB8,30.950000762939453,148.0,22.989999771118164,
289,290,12520,15.97,2021-11-21,0,Intimates,Microfiber Camisole & Open Crotch Boy Short Panty,Vx Intimate Inc,9D34D86DF01C81EBA7B2FC4A11BF0CB8,30.950000762939453,149.0,45.950000762939446,
290,291,12520,15.97,2020-11-22,0,Intimates,Microfiber Camisole & Open Crotch Boy Short Panty,Vx Intimate Inc,9D34D86DF01C81EBA7B2FC4A11BF0CB8,30.950000762939453,150.0,89.93000030517578,
291,292,6780,21.79,2022-02-08,1,Shorts,Jack BB Dakota - Lana Nolvety Woven Shorts,Jack,A6CE91443F690D0979D788694448382D,48.0,151.0,52.91999816894531,2022-02-14
292,293,6780,21.79,2022-05-26,0,Shorts,Jack BB Dakota - Lana Nolvety Woven Shorts,Jack,A6CE91443F690D0979D788694448382D,48.0,152.0,38.0,
293,294,11443,5.54,2019-10-21,1,Intimates,Under Moments Classic Half Slips 18 Inch,Under Moments,A5B564F638F409E68B3F7E0AAE45D366,10.779999732971191,152.0,17.989999771118164,2019-12-03
294,295,11443,5.54,2021-04-19,0,Intimates,Under Moments Classic Half Slips 18 Inch,Under Moments,A5B564F638F409E68B3F7E0AAE45D366,10.779999732971191,152.0,100.0,
295,296,11443,5.54,2022-01-12,0,Intimates,Under Moments Classic Half Slips 18 Inch,Under Moments,A5B564F638F409E68B3F7E0AAE45D366,10.779999732971191,153.0,69.30000305175781,
296,297,11443,5.54,2021-12-16,0,Intimates,Under Moments Classic Half Slips 18 Inch,Under Moments,A5B564F638F409E68B3F7E0AAE45D366,10.779999732971191,153.0,14.220000267028809,
297,298,15136,70.56,2020-11-09,1,Maternity,One Piece Maternity Swimsuit,Sweet Mommy,B951192C7624A51DADAC361BCA012417,157.5,153.0,25.0,2020-12-22
298,299,15136,70.56,2021-11-25,0,Maternity,One Piece Maternity Swimsuit,Sweet Mommy,B951192C7624A51DADAC361BCA012417,157.5,153.0,149.9499969482422,
299,300,15136,70.56,2022-02-27,0,Maternity,One Piece Maternity Swimsuit,Sweet Mommy,B951192C7624A51DADAC361BCA012417,157.5,155.0,34.9900016784668,
300,301,15136,70.56,2021-03-01,0,Maternity,One Piece Maternity Swimsuit,Sweet Mommy,B951192C7624A51DADAC361BCA012417,157.5,155.0,35.33000183105469,
301,302,26673,19.71,2019-09-12,1,Sleep & Lounge,State O Maine Oxford Plaid Robe,KNOTHE CORP.,26876A13A3C4EA7719501187A7E84FC9,56.0,156.0,25.0,2019-10-04
302,303,26673,19.71,2021-10-12,0,Sleep & Lounge,State O Maine Oxford Plaid Robe,KNOTHE CORP.,26876A13A3C4EA7719501187A7E84FC9,56.0,157.0,10.949999809265137,
303,304,26673,19.71,2022-03-22,0,Sleep & Lounge,State O Maine Oxford Plaid Robe,KNOTHE CORP.,26876A13A3C4EA7719501187A7E84FC9,56.0,159.0,48.04999923706056,
304,305,26673,19.71,2022-03-02,0,Sleep & Lounge,State O Maine Oxford Plaid Robe,KNOTHE CORP.,26876A13A3C4EA7719501187A7E84FC9,56.0,159.0,19.989999771118164,
305,306,27966,25.08,2019-09-20,1,Swim,Volcom Men's Strots Boardshort,Volcom,5D2C27AE7617D2660BBDC0F22D141AB8,41.25,159.0,32.95000076293945,2019-10-03
306,307,27966,25.08,2021-05-31,0,Swim,Volcom Men's Strots Boardshort,Volcom,5D2C27AE7617D2660BBDC0F22D141AB8,41.25,159.0,19.0,
307,308,28460,9.67,2019-08-06,1,Accessories,Smartwool Liner Gloves,SmartWool,B36A8B7FDF47CA209CE8A08ECD8B2FF0,24.0,159.0,43.0,2019-10-02
308,309,28460,9.67,2022-03-24,0,Accessories,Smartwool Liner Gloves,SmartWool,B36A8B7FDF47CA209CE8A08ECD8B2FF0,24.0,160.0,66.0,
309,310,28460,9.67,2021-11-29,0,Accessories,Smartwool Liner Gloves,SmartWool,B36A8B7FDF47CA209CE8A08ECD8B2FF0,24.0,160.0,26.0,
310,311,17213,22.96,2019-09-28,1,Fashion Hoodies & Sweatshirts,Volcom Men's Joj Basic Hoody,Volcom,F0BA46D49FB8AAA73C357600CE574DB8,43.9900016784668,160.0,39.9900016784668,2019-10-05
311,312,17213,22.96,2021-12-29,0,Fashion Hoodies & Sweatshirts,Volcom Men's Joj Basic Hoody,Volcom,F0BA46D49FB8AAA73C357600CE574DB8,43.9900016784668,160.0,14.470000267028809,
312,313,17213,22.96,2022-01-05,0,Fashion Hoodies & Sweatshirts,Volcom Men's Joj Basic Hoody,Volcom,F0BA46D49FB8AAA73C357600CE574DB8,43.9900016784668,160.0,42.0,
313,314,17213,22.96,2021-03-23,0,Fashion Hoodies & Sweatshirts,Volcom Men's Joj Basic Hoody,Volcom,F0BA46D49FB8AAA73C357600CE574DB8,43.9900016784668,161.0,169.5,
314,315,374,15.14,2022-01-22,1,Tops & Tees,Tommy Hilfiger Women Striped V-Neck Long Sleeve Logo T-Shirt,Tommy Hilfiger,AD972F10E0800B49D76FED33A21F6698,26.989999771118164,161.0,126.62999725341795,2022-03-20
315,316,374,15.14,2021-01-10,0,Tops & Tees,Tommy Hilfiger Women Striped V-Neck Long Sleeve Logo T-Shirt,Tommy Hilfiger,AD972F10E0800B49D76FED33A21F6698,26.989999771118164,162.0,14.0,
316,317,13438,38.78,2021-09-14,1,Swim,Seafolly Women's Goddess D Cup Pleated Bustier,Seafolly,3B5166EF147B143FEDD04B1C4A64900B,101.0,163.0,19.989999771118164,2021-10-03
317,318,13438,38.78,2020-01-24,0,Swim,Seafolly Women's Goddess D Cup Pleated Bustier,Seafolly,3B5166EF147B143FEDD04B1C4A64900B,101.0,163.0,32.0,
318,319,13438,38.78,2021-04-30,0,Swim,Seafolly Women's Goddess D Cup Pleated Bustier,Seafolly,3B5166EF147B143FEDD04B1C4A64900B,101.0,163.0,36.0,
319,320,13438,38.78,2020-12-15,0,Swim,Seafolly Women's Goddess D Cup Pleated Bustier,Seafolly,3B5166EF147B143FEDD04B1C4A64900B,101.0,163.0,39.9900016784668,
320,321,17890,43.13,2022-05-10,1,Fashion Hoodies & Sweatshirts,Oneill Men's Outbound Fleece Jersey,O'Neill,B366E33CD37F1326EEC87240432209E9,78.0,164.0,55.0,2022-05-26
321,322,17890,43.13,2020-02-07,0,Fashion Hoodies & Sweatshirts,Oneill Men's Outbound Fleece Jersey,O'Neill,B366E33CD37F1326EEC87240432209E9,78.0,164.0,45.08000183105469,
322,323,17890,43.13,2021-06-21,0,Fashion Hoodies & Sweatshirts,Oneill Men's Outbound Fleece Jersey,O'Neill,B366E33CD37F1326EEC87240432209E9,78.0,164.0,37.880001068115234,
323,324,21453,37.75,2022-04-09,1,Jeans,Greystone Loose Fit Jeans In Blue or Black #560A,Greystone,85D6066AB1D290B884A7F171042DC1CA,70.94999694824219,164.0,12.43000030517578,2022-05-24
324,325,21453,37.75,2020-06-24,0,Jeans,Greystone Loose Fit Jeans In Blue or Black #560A,Greystone,85D6066AB1D290B884A7F171042DC1CA,70.94999694824219,164.0,34.9900016784668,
325,326,16163,15.98,2021-12-16,1,Tops & Tees,Kenneth Cole Reaction Men's Spread Collar Tonal Solid Woven Shirt,Kenneth Cole REACTION,C591D12B9DBF597D4E38F56C674ECF0E,29.989999771118164,164.0,13.409999847412108,2022-01-05
326,327,16163,15.98,2021-02-14,0,Tops & Tees,Kenneth Cole Reaction Men's Spread Collar Tonal Solid Woven Shirt,Kenneth Cole REACTION,C591D12B9DBF597D4E38F56C674ECF0E,29.989999771118164,164.0,129.0,
327,328,20995,51.82,2021-09-18,1,Jeans,Lucky Brand Mens Men's Vintage Straight Long Inseam Jean,Lucky Brand,304DB9BCED11BFEB3539E3B68B9D811C,89.5,164.0,69.94999694824219,2021-09-23
328,329,20995,51.82,2020-04-16,0,Jeans,Lucky Brand Mens Men's Vintage Straight Long Inseam Jean,Lucky Brand,304DB9BCED11BFEB3539E3B68B9D811C,89.5,165.0,139.0,
329,330,20995,51.82,2021-03-14,0,Jeans,Lucky Brand Mens Men's Vintage Straight Long Inseam Jean,Lucky Brand,304DB9BCED11BFEB3539E3B68B9D811C,89.5,165.0,20.0,
330,331,22796,26.4,2021-07-27,1,Shorts,Quiksilver Men's Poles Apart Boardshort,Quiksilver,6475C86EDECFCA8FACB9F54B3B7ECAC9,55.0,166.0,145.0,2021-09-21
331,332,22796,26.4,2020-09-23,0,Shorts,Quiksilver Men's Poles Apart Boardshort,Quiksilver,6475C86EDECFCA8FACB9F54B3B7ECAC9,55.0,166.0,13.989999771118164,
332,333,22796,26.4,2021-04-06,0,Shorts,Quiksilver Men's Poles Apart Boardshort,Quiksilver,6475C86EDECFCA8FACB9F54B3B7ECAC9,55.0,166.0,45.0,
333,334,22796,26.4,2020-04-18,0,Shorts,Quiksilver Men's Poles Apart Boardshort,Quiksilver,6475C86EDECFCA8FACB9F54B3B7ECAC9,55.0,166.0,295.0,
334,335,25498,11.14,2021-09-04,1,Underwear,ck one Men's Micro Boxer Brief,Calvin Klein,4989116DF032CE531FCD56F5A3DA6059,24.0,166.0,27.5,2021-09-24
335,336,25498,11.14,2021-07-07,0,Underwear,ck one Men's Micro Boxer Brief,Calvin Klein,4989116DF032CE531FCD56F5A3DA6059,24.0,167.0,357.0,
336,337,17468,13.32,2021-08-05,1,Fashion Hoodies & Sweatshirts,Burnside Men's Torso Stripe Hoody Shirt,Burnside,59A6CD2175A468225A105A7CD7F20EC4,25.0,167.0,25.0,2021-09-21
337,338,17468,13.32,2021-07-30,0,Fashion Hoodies & Sweatshirts,Burnside Men's Torso Stripe Hoody Shirt,Burnside,59A6CD2175A468225A105A7CD7F20EC4,25.0,167.0,84.63999938964845,
338,339,20596,19.32,2021-07-10,1,Jeans,Lee Men's Regular Fit Straight Leg Jean,Lee,C9ECA6CFF4F25C6B73BE4BFBD546B1D3,40.0,168.0,49.02999877929688,2021-07-27
339,340,20596,19.32,2020-02-22,0,Jeans,Lee Men's Regular Fit Straight Leg Jean,Lee,C9ECA6CFF4F25C6B73BE4BFBD546B1D3,40.0,168.0,44.5,
340,341,16681,40.24,2021-07-24,1,Tops & Tees,UltraClub Adult Cool-N-Dry Sport Polo Shirt. 8405,UltraClub,E746EC9D02541B374A9AEAD8FDB941FE,69.98999786376953,169.0,17.8799991607666,2021-07-27
341,342,16681,40.24,2020-06-24,0,Tops & Tees,UltraClub Adult Cool-N-Dry Sport Polo Shirt. 8405,UltraClub,E746EC9D02541B374A9AEAD8FDB941FE,69.98999786376953,169.0,199.0,
342,343,16681,40.24,2021-11-27,0,Tops & Tees,UltraClub Adult Cool-N-Dry Sport Polo Shirt. 8405,UltraClub,E746EC9D02541B374A9AEAD8FDB941FE,69.98999786376953,169.0,70.0,
343,344,19405,134.13,2021-06-13,1,Sweaters,Michael Kors Men's Full Zip,Michael Kors,05C0AE7C6B605732401AA102A62970B3,248.8500061035156,169.0,48.0,2021-07-26
344,345,19405,134.13,2021-04-30,0,Sweaters,Michael Kors Men's Full Zip,Michael Kors,05C0AE7C6B605732401AA102A62970B3,248.8500061035156,169.0,59.9900016784668,
345,346,19405,134.13,2022-04-08,0,Sweaters,Michael Kors Men's Full Zip,Michael Kors,05C0AE7C6B605732401AA102A62970B3,248.8500061035156,170.0,29.0,
346,347,19405,134.13,2022-05-15,0,Sweaters,Michael Kors Men's Full Zip,Michael Kors,05C0AE7C6B605732401AA102A62970B3,248.8500061035156,172.0,139.99000549316406,
347,348,19972,63.0,2021-06-24,1,Suits & Sport Coats,Michael Kors Mens 2 Button Tan Pindot Sport Coat Jacket Blazer,Michael Kors,F477B7BC78101C4AE91008A6A403104E,139.99000549316406,172.0,9.75,2021-07-28
348,349,19972,63.0,2021-02-20,0,Suits & Sport Coats,Michael Kors Mens 2 Button Tan Pindot Sport Coat Jacket Blazer,Michael Kors,F477B7BC78101C4AE91008A6A403104E,139.99000549316406,172.0,19.989999771118164,
349,350,19972,63.0,2021-09-26,0,Suits & Sport Coats,Michael Kors Mens 2 Button Tan Pindot Sport Coat Jacket Blazer,Michael Kors,F477B7BC78101C4AE91008A6A403104E,139.99000549316406,173.0,92.7699966430664,
350,351,19972,63.0,2021-05-05,0,Suits & Sport Coats,Michael Kors Mens 2 Button Tan Pindot Sport Coat Jacket Blazer,Michael Kors,F477B7BC78101C4AE91008A6A403104E,139.99000549316406,173.0,144.24000549316406,
351,352,5317,60.17,2022-02-20,1,Pants & Capris,Red Dot Women's Slim Pant,Red Dot,125B93C9B50703FE9DAC43EC231F5F83,105.0,174.0,30.0,2022-03-27
352,353,5317,60.17,2021-12-29,0,Pants & Capris,Red Dot Women's Slim Pant,Red Dot,125B93C9B50703FE9DAC43EC231F5F83,105.0,175.0,18.989999771118164,
353,354,5317,60.17,2020-10-04,0,Pants & Capris,Red Dot Women's Slim Pant,Red Dot,125B93C9B50703FE9DAC43EC231F5F83,105.0,176.0,26.950000762939453,
354,355,8600,16.02,2022-02-04,1,Outerwear & Coats,Women's Micro Fleece Vest (up to size 4X),No Brand,CE840AA9583592E71F3DB26EE6E41703,35.9900016784668,176.0,36.0,2022-03-28
355,356,8600,16.02,2020-12-10,0,Outerwear & Coats,Women's Micro Fleece Vest (up to size 4X),No Brand,CE840AA9583592E71F3DB26EE6E41703,35.9900016784668,177.0,143.0,
356,357,13207,19.55,2021-05-26,1,Swim,Roxy Juniors Autumn Light Crochet Dress,Roxy,1A8207690AC54D845F7A57DD468970FA,46.0,178.0,229.9900054931641,2021-07-07
357,358,13207,19.55,2022-02-06,0,Swim,Roxy Juniors Autumn Light Crochet Dress,Roxy,1A8207690AC54D845F7A57DD468970FA,46.0,179.0,239.94999694824216,
358,359,13207,19.55,2020-12-02,0,Swim,Roxy Juniors Autumn Light Crochet Dress,Roxy,1A8207690AC54D845F7A57DD468970FA,46.0,182.0,131.94000244140625,
359,360,20932,85.62,2021-03-24,1,Jeans,AG Adriano Goldschmied Men's Protege Straight Leg Jean In Munich,AG Adriano Goldschmied,2BADA0D8CFFAC40C988E44A273BA58D7,178.0,182.0,44.9900016784668,2021-05-19
360,361,20932,85.62,2021-12-13,0,Jeans,AG Adriano Goldschmied Men's Protege Straight Leg Jean In Munich,AG Adriano Goldschmied,2BADA0D8CFFAC40C988E44A273BA58D7,178.0,183.0,39.880001068115234,
361,362,28583,76.57,2021-12-27,1,Accessories,Oakley Men's Straight Jacket Iridium N Sunglasses,Oakley,BCE7EB531624FEFB054B7DBF7472740E,190.0,183.0,39.9900016784668,2022-01-04
362,363,28583,76.57,2022-01-21,0,Accessories,Oakley Men's Straight Jacket Iridium N Sunglasses,Oakley,BCE7EB531624FEFB054B7DBF7472740E,190.0,184.0,19.989999771118164,
363,364,28583,76.57,2020-10-05,0,Accessories,Oakley Men's Straight Jacket Iridium N Sunglasses,Oakley,BCE7EB531624FEFB054B7DBF7472740E,190.0,185.0,29.8799991607666,
364,365,28583,76.57,2020-11-07,0,Accessories,Oakley Men's Straight Jacket Iridium N Sunglasses,Oakley,BCE7EB531624FEFB054B7DBF7472740E,190.0,186.0,36.0,
365,366,9809,13.97,2022-01-22,1,Sleep & Lounge,Violet and Black tartan plaid check tie cord flannel cotton pants for lounging sleep sports. Unisex relaxed fit,Touch of Europe Flannel Pants,5383C7318A3158B9BC261D0B6996F7C2,24.989999771118164,186.0,12.609999656677246,2022-02-23
366,367,9809,13.97,2021-04-21,0,Sleep & Lounge,Violet and Black tartan plaid check tie cord flannel cotton pants for lounging sleep sports. Unisex relaxed fit,Touch of Europe Flannel Pants,5383C7318A3158B9BC261D0B6996F7C2,24.989999771118164,186.0,62.0,
367,368,7901,3.16,2022-02-21,1,Blazers & Jackets,Allegra K Lady Semi Sheer Rolled Up Sleeve Chiffon Loose Coat White S,Allegra K,3E883840FEE4384DD3D2AFEA5E822517,9.039999961853027,187.0,22.989999771118164,2022-02-27
368,369,7901,3.16,2020-05-24,0,Blazers & Jackets,Allegra K Lady Semi Sheer Rolled Up Sleeve Chiffon Loose Coat White S,Allegra K,3E883840FEE4384DD3D2AFEA5E822517,9.039999961853027,187.0,79.0,
369,370,7901,3.16,2020-10-16,0,Blazers & Jackets,Allegra K Lady Semi Sheer Rolled Up Sleeve Chiffon Loose Coat White S,Allegra K,3E883840FEE4384DD3D2AFEA5E822517,9.039999961853027,187.0,62.0,
370,371,7901,3.16,2021-02-19,0,Blazers & Jackets,Allegra K Lady Semi Sheer Rolled Up Sleeve Chiffon Loose Coat White S,Allegra K,3E883840FEE4384DD3D2AFEA5E822517,9.039999961853027,187.0,66.5999984741211,
371,372,7783,27.12,2021-12-30,1,Blazers & Jackets,Mango Women's Diamond Quilted Fitted Jacket - Colch,MANGO,574CDBBBE4C0155FB026C1B2CB5AAFA6,79.98999786376953,188.0,119.98999786376952,2022-02-25
372,373,7783,27.12,2021-01-08,0,Blazers & Jackets,Mango Women's Diamond Quilted Fitted Jacket - Colch,MANGO,574CDBBBE4C0155FB026C1B2CB5AAFA6,79.98999786376953,189.0,178.0,
373,374,7783,27.12,2020-03-29,0,Blazers & Jackets,Mango Women's Diamond Quilted Fitted Jacket - Colch,MANGO,574CDBBBE4C0155FB026C1B2CB5AAFA6,79.98999786376953,190.0,39.9900016784668,
374,375,24742,21.95,2020-12-19,1,Socks,Icebreaker Men's Hike Lite Crew 2 Pack,Icebreaker,76F3C5FFE7DCFD0B14841E7926DD832B,35.0,190.0,12.800000190734863,2021-02-09
375,376,24742,21.95,2020-04-29,0,Socks,Icebreaker Men's Hike Lite Crew 2 Pack,Icebreaker,76F3C5FFE7DCFD0B14841E7926DD832B,35.0,190.0,65.0,
376,377,24742,21.95,2020-10-11,0,Socks,Icebreaker Men's Hike Lite Crew 2 Pack,Icebreaker,76F3C5FFE7DCFD0B14841E7926DD832B,35.0,191.0,160.0,
377,378,28659,14.82,2021-02-06,1,Accessories,Men's Leather Driving Gloves with Velcro Strap By Pratt and Hart,Pratt and Hart,149F6A58B66493ADAA38BC178DA51E75,34.95000076293945,191.0,49.0,2021-02-07
378,379,28659,14.82,2020-12-02,0,Accessories,Men's Leather Driving Gloves with Velcro Strap By Pratt and Hart,Pratt and Hart,149F6A58B66493ADAA38BC178DA51E75,34.95000076293945,192.0,25.0,
379,380,28435,12.67,2021-05-28,1,Accessories,Saddleback Leather ID Wallet,Saddleback Leather Co.,DEC8B1AC1258D33AC95D675366558A27,33.0,194.0,87.5,2021-06-03
380,381,28435,12.67,2020-06-11,0,Accessories,Saddleback Leather ID Wallet,Saddleback Leather Co.,DEC8B1AC1258D33AC95D675366558A27,33.0,196.0,72.9800033569336,
381,382,28435,12.67,2020-12-01,0,Accessories,Saddleback Leather ID Wallet,Saddleback Leather Co.,DEC8B1AC1258D33AC95D675366558A27,33.0,197.0,12.0,
382,383,11136,16.35,2019-08-29,1,Intimates,Flexees Women's Fat Free Dressing Legging,Flexees,AD0EFAD9DD0ABAEC4B8F9AAA489EC2F1,32.0,197.0,169.9499969482422,2019-09-15
383,384,11136,16.35,2022-05-04,0,Intimates,Flexees Women's Fat Free Dressing Legging,Flexees,AD0EFAD9DD0ABAEC4B8F9AAA489EC2F1,32.0,197.0,30.0,
384,385,9302,3.14,2019-08-04,1,Socks & Hosiery,Skidders Women's Gripper Socks - Pink Stripes,SkidDERS,A88AEEEC495B4CBE092B4BCFD15B9D9C,6.989999771118164,199.0,19.989999771118164,2019-09-15
385,386,9302,3.14,2020-06-12,0,Socks & Hosiery,Skidders Women's Gripper Socks - Pink Stripes,SkidDERS,A88AEEEC495B4CBE092B4BCFD15B9D9C,6.989999771118164,201.0,27.0,
386,387,9302,3.14,2021-07-15,0,Socks & Hosiery,Skidders Women's Gripper Socks - Pink Stripes,SkidDERS,A88AEEEC495B4CBE092B4BCFD15B9D9C,6.989999771118164,201.0,24.989999771118164,
387,388,8381,23.38,2020-05-15,1,Outerwear & Coats,Hknb Heidi Klum For New Balance Women's 3/4 Length Jacket With Hood,HKNB Heidi Klum for New Balance,8606BDB6F1FA707FC6CA309943EEA443,54.0,201.0,145.0,2020-07-10
388,389,8381,23.38,2022-05-15,0,Outerwear & Coats,Hknb Heidi Klum For New Balance Women's 3/4 Length Jacket With Hood,HKNB Heidi Klum for New Balance,8606BDB6F1FA707FC6CA309943EEA443,54.0,201.0,35.0,
389,390,2149,8.58,2020-07-04,1,Fashion Hoodies & Sweatshirts,Juniors Charcoal Spring Hoodie Zipper Jacket,FineBrandShop,D30960CE77E83D896503D43BA249CAF7,19.5,204.0,11.920000076293944,2020-08-14
390,391,2149,8.58,2020-06-11,0,Fashion Hoodies & Sweatshirts,Juniors Charcoal Spring Hoodie Zipper Jacket,FineBrandShop,D30960CE77E83D896503D43BA249CAF7,19.5,205.0,160.0,
391,392,2149,8.58,2020-01-02,0,Fashion Hoodies & Sweatshirts,Juniors Charcoal Spring Hoodie Zipper Jacket,FineBrandShop,D30960CE77E83D896503D43BA249CAF7,19.5,205.0,25.0,
392,393,2149,8.58,2021-03-12,0,Fashion Hoodies & Sweatshirts,Juniors Charcoal Spring Hoodie Zipper Jacket,FineBrandShop,D30960CE77E83D896503D43BA249CAF7,19.5,206.0,24.989999771118164,
393,394,4480,14.32,2020-07-07,1,Jeans,Levi's Women's 515 Cuffed Capri Jean,Levi's,34F9A343F945196B66F807E0EB6249FD,26.81999969482421,207.0,46.0,2020-08-11
394,395,4480,14.32,2021-07-11,0,Jeans,Levi's Women's 515 Cuffed Capri Jean,Levi's,34F9A343F945196B66F807E0EB6249FD,26.81999969482421,208.0,24.0,
395,396,4480,14.32,2021-04-06,0,Jeans,Levi's Women's 515 Cuffed Capri Jean,Levi's,34F9A343F945196B66F807E0EB6249FD,26.81999969482421,209.0,32.0,
396,397,28396,9.67,2021-05-12,1,Accessories,Hurley Men's One And Only Black Flexfit Hat,Hurley,CD347F00E873D9DF93E27ECD4DB31D4D,25.0,209.0,34.9900016784668,2021-06-01
397,398,28396,9.67,2021-04-18,0,Accessories,Hurley Men's One And Only Black Flexfit Hat,Hurley,CD347F00E873D9DF93E27ECD4DB31D4D,25.0,209.0,24.0,
398,399,28396,9.67,2020-06-29,0,Accessories,Hurley Men's One And Only Black Flexfit Hat,Hurley,CD347F00E873D9DF93E27ECD4DB31D4D,25.0,209.0,32.5,
399,400,19876,46.44,2022-04-02,1,Suits & Sport Coats,Tasso Elba Mens 2 Button Camel Tan Solid Camelhair Sport Coat Jacket,Tasso Elba,11C77D5EE60AF4F679780201BFE6790E,119.98999786376952,209.0,15.0,2022-04-20
400,401,19876,46.44,2022-03-06,0,Suits & Sport Coats,Tasso Elba Mens 2 Button Camel Tan Solid Camelhair Sport Coat Jacket,Tasso Elba,11C77D5EE60AF4F679780201BFE6790E,119.98999786376952,209.0,15.989999771118164,
401,402,19876,46.44,2022-04-12,0,Suits & Sport Coats,Tasso Elba Mens 2 Button Camel Tan Solid Camelhair Sport Coat Jacket,Tasso Elba,11C77D5EE60AF4F679780201BFE6790E,119.98999786376952,209.0,29.989999771118164,
402,403,19229,48.34,2022-03-19,1,Sweaters,Calvin Klein Jeans Men's Airforce Style Long Sleeve Sweater,Calvin Klein Jeans,DE646EAFB46FAD3DD363E893401C2DB9,87.88999938964845,209.0,24.950000762939453,2022-04-23
